# Version 1.5
# Software: Microsoft Windows Firewall
# Time: 2026-04-04 09:30:00
# Fields: date time action protocol src-ip dest-ip src-port dest-port size tcpflags tcpsyn tcpack tcpwin icmptype icmpcode info path
2026-04-04 10:19:50 DROP ICMP 43.241.131.38 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:19:52 ALLOW ICMP 192.168.1.1 8.8.8.8 - - - - - - - - - 8 0 -
2026-04-04 10:19:55 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:19:57 DROP UDP 192.168.1.100 192.168.1.10 67 5060 - - - - - - - - - -
2026-04-04 10:19:59 DROP TCP 192.168.1.101 192.168.1.10 80 3389 - - - - - - - - - -
2026-04-04 10:20:01 DROP UDP 192.168.1.101 192.168.1.10 53 53 - - - - - - - - - -
2026-04-04 10:20:03 DROP UDP 43.241.131.38 192.168.1.1 - 67 - - - - - - - - - -
2026-04-04 10:20:04 ALLOW UDP 192.168.1.1 151.101.1.69 5060 67 - - - - - - - - - -
2026-04-04 10:20:06 ALLOW ICMP 192.168.1.10 151.101.1.69 - - - - - - - - - 8 0 -
2026-04-04 10:20:08 ALLOW ICMP 192.168.1.10 8.8.4.4 - - - - - - - - - 8 0 -
2026-04-04 10:20:11 ALLOW TCP 192.168.1.1 172.217.160.78 22 443 - - - - - - - - - -
2026-04-04 10:20:13 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:20:15 DROP ICMP 185.220.101.47 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:20:17 DROP UDP 192.168.1.100 192.168.1.10 5060 123 - - - - - - - - - -
2026-04-04 10:20:20 DROP ICMP 185.220.101.47 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:20:21 DROP UDP 43.241.131.38 192.168.1.10 - 123 - - - - - - - - - -
2026-04-04 10:20:23 ALLOW TCP 192.168.1.10 151.101.1.69 443 445 - - - - - - - - - -
2026-04-04 10:20:25 ALLOW TCP 192.168.1.10 172.217.160.78 22 80 - - - - - - - - - -
2026-04-04 10:20:28 ALLOW TCP 192.168.1.1 8.8.8.8 80 23 - - - - - - - - - -
2026-04-04 10:20:29 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:20:31 DROP TCP 185.220.101.47 192.168.1.10 - 445 - - - - - - - - - -
2026-04-04 10:20:34 DROP TCP 185.220.101.47 192.168.1.10 - 53 - - - - - - - - - -
2026-04-04 10:20:35 DROP TCP 185.220.101.47 192.168.1.1 - 3389 - - - - - - - - - -
2026-04-04 10:20:36 DROP ICMP 185.220.101.47 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:20:39 ALLOW UDP 192.168.1.1 172.217.160.78 53 5060 - - - - - - - - - -
2026-04-04 10:20:40 DROP UDP 43.241.131.38 192.168.1.1 - 67 - - - - - - - - - -
2026-04-04 10:20:42 DROP UDP 192.168.1.100 192.168.1.10 123 67 - - - - - - - - - -
2026-04-04 10:20:44 ALLOW ICMP 192.168.1.1 157.240.22.35 - - - - - - - - - 8 0 -
2026-04-04 10:20:47 ALLOW TCP 192.168.1.1 151.101.1.69 80 1433 - - - - - - - - - -
2026-04-04 10:20:49 DROP UDP 192.168.1.101 192.168.1.1 67 67 - - - - - - - - - -
2026-04-04 10:20:50 DROP TCP 192.168.1.101 192.168.1.10 443 22 - - - - - - - - - -
2026-04-04 10:20:52 DROP ICMP 185.220.101.47 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:20:54 DROP TCP 192.168.1.101 192.168.1.1 80 5060 - - - - - - - - - -
2026-04-04 10:20:57 DROP TCP 192.168.1.100 192.168.1.10 3389 53 - - - - - - - - - -
2026-04-04 10:20:59 DROP TCP 185.220.101.47 192.168.1.1 - 8080 - - - - - - - - - -
2026-04-04 10:21:01 ALLOW TCP 192.168.1.10 52.94.236.248 5060 1433 - - - - - - - - - -
2026-04-04 10:21:02 DROP TCP 192.168.1.101 192.168.1.10 1433 3389 - - - - - - - - - -
2026-04-04 10:21:04 ALLOW TCP 192.168.1.10 157.240.22.35 22 445 - - - - - - - - - -
2026-04-04 10:21:07 ALLOW TCP 192.168.1.1 8.8.4.4 123 53 - - - - - - - - - -
2026-04-04 10:21:08 DROP UDP 185.220.101.47 192.168.1.10 - 67 - - - - - - - - - -
2026-04-04 10:21:10 ALLOW UDP 192.168.1.1 8.8.4.4 67 123 - - - - - - - - - -
2026-04-04 10:21:12 ALLOW ICMP 192.168.1.1 8.8.8.8 - - - - - - - - - 8 0 -
2026-04-04 10:21:13 DROP TCP 192.168.1.100 192.168.1.10 443 123 - - - - - - - - - -
2026-04-04 10:21:15 DROP UDP 192.168.1.100 192.168.1.10 123 67 - - - - - - - - - -
2026-04-04 10:21:17 DROP UDP 192.168.1.100 192.168.1.10 53 5060 - - - - - - - - - -
2026-04-04 10:21:19 ALLOW TCP 192.168.1.10 151.101.1.69 1433 53 - - - - - - - - - -
2026-04-04 10:21:22 DROP UDP 192.168.1.101 192.168.1.1 123 53 - - - - - - - - - -
2026-04-04 10:21:24 ALLOW UDP 192.168.1.10 52.94.236.248 67 5060 - - - - - - - - - -
2026-04-04 10:21:27 DROP TCP 185.220.101.47 192.168.1.10 - 23 - - - - - - - - - -
2026-04-04 10:21:30 ALLOW ICMP 192.168.1.1 52.94.236.248 - - - - - - - - - 8 0 -
2026-04-04 10:21:31 DROP TCP 43.241.131.38 192.168.1.1 - 123 - - - - - - - - - -
2026-04-04 10:21:33 DROP ICMP 192.168.1.100 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:21:36 DROP ICMP 192.168.1.101 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:21:38 DROP ICMP 43.241.131.38 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:21:41 ALLOW UDP 192.168.1.10 151.101.1.69 67 53 - - - - - - - - - -
2026-04-04 10:21:43 DROP TCP 192.168.1.100 192.168.1.1 8080 53 - - - - - - - - - -
2026-04-04 10:21:45 DROP UDP 185.220.101.47 192.168.1.10 - 123 - - - - - - - - - -
2026-04-04 10:21:47 DROP TCP 192.168.1.101 192.168.1.10 8080 123 - - - - - - - - - -
2026-04-04 10:21:50 DROP TCP 43.241.131.38 192.168.1.1 - 123 - - - - - - - - - -
2026-04-04 10:21:52 DROP ICMP 185.220.101.47 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:21:54 ALLOW ICMP 192.168.1.10 52.94.236.248 - - - - - - - - - 8 0 -
2026-04-04 10:21:55 DROP TCP 43.241.131.38 192.168.1.1 - 443 - - - - - - - - - -
2026-04-04 10:21:58 ALLOW ICMP 192.168.1.1 151.101.1.69 - - - - - - - - - 8 0 -
2026-04-04 10:22:01 ALLOW ICMP 192.168.1.1 8.8.8.8 - - - - - - - - - 8 0 -
2026-04-04 10:22:03 ALLOW UDP 192.168.1.10 8.8.4.4 67 67 - - - - - - - - - -
2026-04-04 10:22:05 ALLOW ICMP 192.168.1.1 8.8.4.4 - - - - - - - - - 8 0 -
2026-04-04 10:22:07 DROP TCP 192.168.1.100 192.168.1.1 3389 8080 - - - - - - - - - -
2026-04-04 10:22:08 DROP ICMP 43.241.131.38 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:22:10 DROP ICMP 43.241.131.38 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:22:13 ALLOW UDP 192.168.1.10 172.217.160.78 53 67 - - - - - - - - - -
2026-04-04 10:22:15 DROP TCP 192.168.1.100 192.168.1.10 443 53 - - - - - - - - - -
2026-04-04 10:22:17 ALLOW TCP 192.168.1.1 157.240.22.35 3389 123 - - - - - - - - - -
2026-04-04 10:22:18 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:22:20 DROP UDP 43.241.131.38 192.168.1.1 - 67 - - - - - - - - - -
2026-04-04 10:22:23 DROP TCP 192.168.1.101 192.168.1.10 445 8080 - - - - - - - - - -
2026-04-04 10:22:24 DROP UDP 192.168.1.101 192.168.1.10 53 5060 - - - - - - - - - -
2026-04-04 10:22:27 ALLOW TCP 192.168.1.1 172.217.160.78 80 5060 - - - - - - - - - -
2026-04-04 10:22:29 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:22:31 ALLOW UDP 192.168.1.10 8.8.4.4 123 53 - - - - - - - - - -
2026-04-04 10:22:33 ALLOW UDP 192.168.1.1 8.8.4.4 123 67 - - - - - - - - - -
2026-04-04 10:22:35 DROP UDP 192.168.1.100 192.168.1.10 123 67 - - - - - - - - - -
2026-04-04 10:22:38 DROP ICMP 43.241.131.38 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:22:40 DROP UDP 43.241.131.38 192.168.1.10 - 67 - - - - - - - - - -
2026-04-04 10:22:41 ALLOW ICMP 192.168.1.10 151.101.1.69 - - - - - - - - - 8 0 -
2026-04-04 10:22:43 ALLOW TCP 192.168.1.1 151.101.1.69 3389 22 - - - - - - - - - -
2026-04-04 10:22:46 DROP ICMP 192.168.1.101 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:22:47 DROP UDP 43.241.131.38 192.168.1.1 - 67 - - - - - - - - - -
2026-04-04 10:22:49 DROP TCP 185.220.101.47 192.168.1.1 - 53 - - - - - - - - - -
2026-04-04 10:22:50 DROP ICMP 192.168.1.101 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:22:52 ALLOW ICMP 192.168.1.1 172.217.160.78 - - - - - - - - - 8 0 -
2026-04-04 10:22:53 DROP UDP 185.220.101.47 192.168.1.10 - 53 - - - - - - - - - -
2026-04-04 10:22:56 DROP TCP 192.168.1.101 192.168.1.1 23 53 - - - - - - - - - -
2026-04-04 10:22:58 DROP TCP 185.220.101.47 192.168.1.1 - 5060 - - - - - - - - - -
2026-04-04 10:23:00 DROP ICMP 43.241.131.38 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:23:02 ALLOW UDP 192.168.1.1 172.217.160.78 123 67 - - - - - - - - - -
2026-04-04 10:23:04 ALLOW TCP 192.168.1.10 52.94.236.248 5060 23 - - - - - - - - - -
2026-04-04 10:23:05 DROP UDP 192.168.1.100 192.168.1.1 5060 67 - - - - - - - - - -
2026-04-04 10:23:08 DROP TCP 192.168.1.101 192.168.1.1 80 8080 - - - - - - - - - -
2026-04-04 10:23:10 ALLOW UDP 192.168.1.10 157.240.22.35 67 5060 - - - - - - - - - -
2026-04-04 10:23:12 DROP TCP 185.220.101.47 192.168.1.1 - 23 - - - - - - - - - -
2026-04-04 10:23:14 DROP TCP 185.220.101.47 192.168.1.1 - 445 - - - - - - - - - -
2026-04-04 10:23:16 DROP UDP 43.241.131.38 192.168.1.10 - 123 - - - - - - - - - -
2026-04-04 10:23:18 DROP UDP 192.168.1.101 192.168.1.10 67 5060 - - - - - - - - - -
2026-04-04 10:23:20 ALLOW ICMP 192.168.1.10 172.217.160.78 - - - - - - - - - 8 0 -
2026-04-04 10:23:23 DROP TCP 192.168.1.101 192.168.1.10 5060 1433 - - - - - - - - - -
2026-04-04 10:23:27 ALLOW UDP 192.168.1.10 8.8.4.4 5060 5060 - - - - - - - - - -
2026-04-04 10:23:32 DROP TCP 192.168.1.100 192.168.1.1 23 123 - - - - - - - - - -
2026-04-04 10:23:41 ALLOW ICMP 192.168.1.1 52.94.236.248 - - - - - - - - - 8 0 -
2026-04-04 10:23:44 ALLOW ICMP 192.168.1.1 157.240.22.35 - - - - - - - - - 8 0 -
2026-04-04 10:23:50 DROP TCP 192.168.1.100 192.168.1.10 3389 445 - - - - - - - - - -
2026-04-04 10:23:59 DROP UDP 192.168.1.101 192.168.1.10 5060 5060 - - - - - - - - - -
2026-04-04 10:24:06 DROP TCP 185.220.101.47 192.168.1.1 - 3389 - - - - - - - - - -
2026-04-04 10:24:10 ALLOW UDP 192.168.1.1 8.8.4.4 5060 67 - - - - - - - - - -
2026-04-04 10:24:13 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:24:18 ALLOW TCP 192.168.1.10 151.101.1.69 1433 445 - - - - - - - - - -
2026-04-04 10:24:21 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:24:26 DROP ICMP 43.241.131.38 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:24:29 ALLOW UDP 192.168.1.10 151.101.1.69 53 67 - - - - - - - - - -
2026-04-04 10:24:31 DROP UDP 192.168.1.101 192.168.1.1 67 5060 - - - - - - - - - -
2026-04-04 10:24:32 DROP ICMP 185.220.101.47 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:24:35 DROP UDP 192.168.1.100 192.168.1.1 53 53 - - - - - - - - - -
2026-04-04 10:24:36 DROP UDP 192.168.1.101 192.168.1.1 123 67 - - - - - - - - - -
2026-04-04 10:24:39 ALLOW TCP 192.168.1.10 52.94.236.248 22 443 - - - - - - - - - -
2026-04-04 10:24:41 DROP TCP 192.168.1.100 192.168.1.10 22 443 - - - - - - - - - -
2026-04-04 10:24:43 DROP TCP 185.220.101.47 192.168.1.10 - 3389 - - - - - - - - - -
2026-04-04 10:24:45 DROP UDP 185.220.101.47 192.168.1.10 - 123 - - - - - - - - - -
2026-04-04 10:24:48 DROP ICMP 185.220.101.47 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:24:49 ALLOW ICMP 192.168.1.1 157.240.22.35 - - - - - - - - - 8 0 -
2026-04-04 10:24:51 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:24:53 DROP TCP 192.168.1.101 192.168.1.1 23 53 - - - - - - - - - -
2026-04-04 10:24:56 DROP ICMP 43.241.131.38 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:24:57 ALLOW ICMP 192.168.1.1 8.8.8.8 - - - - - - - - - 8 0 -
2026-04-04 10:24:58 ALLOW ICMP 192.168.1.10 157.240.22.35 - - - - - - - - - 8 0 -
2026-04-04 10:25:00 ALLOW ICMP 192.168.1.10 157.240.22.35 - - - - - - - - - 8 0 -
2026-04-04 10:25:03 ALLOW ICMP 192.168.1.10 151.101.1.69 - - - - - - - - - 8 0 -
2026-04-04 10:25:06 ALLOW TCP 192.168.1.10 8.8.8.8 53 3389 - - - - - - - - - -
2026-04-04 10:25:07 ALLOW ICMP 192.168.1.10 52.94.236.248 - - - - - - - - - 8 0 -
2026-04-04 10:25:08 DROP ICMP 192.168.1.100 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:25:10 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:25:12 DROP ICMP 192.168.1.100 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:25:15 DROP UDP 185.220.101.47 192.168.1.1 - 5060 - - - - - - - - - -
2026-04-04 10:25:17 ALLOW UDP 192.168.1.1 8.8.8.8 67 123 - - - - - - - - - -
2026-04-04 10:25:20 DROP TCP 43.241.131.38 192.168.1.1 - 3389 - - - - - - - - - -
2026-04-04 10:25:23 DROP TCP 192.168.1.101 192.168.1.1 445 445 - - - - - - - - - -
2026-04-04 10:25:24 ALLOW TCP 192.168.1.10 8.8.8.8 80 1433 - - - - - - - - - -
2026-04-04 10:25:26 DROP ICMP 43.241.131.38 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:25:28 DROP UDP 185.220.101.47 192.168.1.1 - 5060 - - - - - - - - - -
2026-04-04 10:25:29 ALLOW UDP 192.168.1.1 52.94.236.248 123 5060 - - - - - - - - - -
2026-04-04 10:25:31 ALLOW UDP 192.168.1.1 157.240.22.35 123 53 - - - - - - - - - -
2026-04-04 10:25:33 DROP ICMP 43.241.131.38 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:25:35 ALLOW TCP 192.168.1.10 52.94.236.248 8080 443 - - - - - - - - - -
2026-04-04 10:25:37 ALLOW ICMP 192.168.1.1 8.8.8.8 - - - - - - - - - 8 0 -
2026-04-04 10:25:39 ALLOW ICMP 192.168.1.1 172.217.160.78 - - - - - - - - - 8 0 -
2026-04-04 10:25:41 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:25:43 DROP TCP 43.241.131.38 192.168.1.1 - 22 - - - - - - - - - -
2026-04-04 10:25:45 DROP TCP 192.168.1.101 192.168.1.10 23 80 - - - - - - - - - -
2026-04-04 10:25:46 DROP ICMP 43.241.131.38 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:25:48 DROP TCP 192.168.1.101 192.168.1.10 23 8080 - - - - - - - - - -
2026-04-04 10:25:50 DROP UDP 192.168.1.100 192.168.1.1 5060 53 - - - - - - - - - -
2026-04-04 10:25:52 DROP UDP 185.220.101.47 192.168.1.1 - 67 - - - - - - - - - -
2026-04-04 10:25:54 ALLOW TCP 192.168.1.1 172.217.160.78 8080 53 - - - - - - - - - -
2026-04-04 10:25:57 DROP TCP 192.168.1.100 192.168.1.10 8080 80 - - - - - - - - - -
2026-04-04 10:25:58 DROP UDP 192.168.1.100 192.168.1.1 67 5060 - - - - - - - - - -
2026-04-04 10:26:00 ALLOW UDP 192.168.1.10 52.94.236.248 123 5060 - - - - - - - - - -
2026-04-04 10:26:01 DROP ICMP 43.241.131.38 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:26:04 DROP TCP 192.168.1.100 192.168.1.10 23 53 - - - - - - - - - -
2026-04-04 10:26:07 DROP ICMP 192.168.1.101 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:26:09 DROP ICMP 192.168.1.101 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:26:11 DROP TCP 192.168.1.100 192.168.1.1 80 80 - - - - - - - - - -
2026-04-04 10:26:14 DROP UDP 185.220.101.47 192.168.1.10 - 5060 - - - - - - - - - -
2026-04-04 10:26:15 DROP UDP 43.241.131.38 192.168.1.1 - 123 - - - - - - - - - -
2026-04-04 10:26:17 DROP TCP 185.220.101.47 192.168.1.1 - 5060 - - - - - - - - - -
2026-04-04 10:26:20 ALLOW TCP 192.168.1.1 151.101.1.69 53 5060 - - - - - - - - - -
2026-04-04 10:26:21 DROP TCP 192.168.1.101 192.168.1.1 5060 80 - - - - - - - - - -
2026-04-04 10:26:23 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:26:25 DROP UDP 185.220.101.47 192.168.1.1 - 123 - - - - - - - - - -
2026-04-04 10:26:27 DROP TCP 185.220.101.47 192.168.1.10 - 53 - - - - - - - - - -
2026-04-04 10:26:28 ALLOW ICMP 192.168.1.1 172.217.160.78 - - - - - - - - - 8 0 -
2026-04-04 10:26:29 DROP UDP 192.168.1.100 192.168.1.10 67 123 - - - - - - - - - -
2026-04-04 10:26:30 DROP TCP 192.168.1.100 192.168.1.10 53 8080 - - - - - - - - - -
2026-04-04 10:26:33 DROP TCP 192.168.1.100 192.168.1.10 5060 5060 - - - - - - - - - -
2026-04-04 10:26:35 DROP UDP 192.168.1.101 192.168.1.1 5060 67 - - - - - - - - - -
2026-04-04 10:26:36 DROP UDP 192.168.1.100 192.168.1.10 53 53 - - - - - - - - - -
2026-04-04 10:26:38 DROP TCP 192.168.1.100 192.168.1.10 1433 23 - - - - - - - - - -
2026-04-04 10:26:40 DROP UDP 192.168.1.101 192.168.1.1 67 67 - - - - - - - - - -
2026-04-04 10:26:42 DROP UDP 192.168.1.101 192.168.1.1 67 5060 - - - - - - - - - -
2026-04-04 10:26:45 ALLOW UDP 192.168.1.1 151.101.1.69 5060 5060 - - - - - - - - - -
2026-04-04 10:26:46 ALLOW UDP 192.168.1.10 157.240.22.35 5060 67 - - - - - - - - - -
2026-04-04 10:26:49 DROP TCP 43.241.131.38 192.168.1.10 - 445 - - - - - - - - - -
2026-04-04 10:26:51 DROP UDP 192.168.1.101 192.168.1.10 5060 67 - - - - - - - - - -
2026-04-04 10:26:53 DROP TCP 185.220.101.47 192.168.1.1 - 22 - - - - - - - - - -
2026-04-04 10:26:55 DROP TCP 192.168.1.100 192.168.1.10 23 5060 - - - - - - - - - -
2026-04-04 10:26:58 ALLOW UDP 192.168.1.10 157.240.22.35 5060 53 - - - - - - - - - -
2026-04-04 10:27:01 ALLOW TCP 192.168.1.10 8.8.8.8 80 1433 - - - - - - - - - -
2026-04-04 10:27:04 ALLOW TCP 192.168.1.1 8.8.4.4 3389 53 - - - - - - - - - -
2026-04-04 10:27:06 DROP TCP 192.168.1.100 192.168.1.1 445 5060 - - - - - - - - - -
2026-04-04 10:27:07 DROP ICMP 192.168.1.101 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:27:09 DROP ICMP 43.241.131.38 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:27:11 DROP UDP 192.168.1.100 192.168.1.1 5060 5060 - - - - - - - - - -
2026-04-04 10:27:13 ALLOW ICMP 192.168.1.1 8.8.8.8 - - - - - - - - - 8 0 -
2026-04-04 10:27:15 ALLOW UDP 192.168.1.10 52.94.236.248 123 67 - - - - - - - - - -
2026-04-04 10:27:18 DROP ICMP 185.220.101.47 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:27:20 DROP UDP 192.168.1.100 192.168.1.10 53 123 - - - - - - - - - -
2026-04-04 10:27:22 DROP UDP 192.168.1.100 192.168.1.10 123 123 - - - - - - - - - -
2026-04-04 10:27:24 DROP TCP 192.168.1.101 192.168.1.10 3389 3389 - - - - - - - - - -
2026-04-04 10:27:27 DROP TCP 185.220.101.47 192.168.1.1 - 23 - - - - - - - - - -
2026-04-04 10:27:31 ALLOW ICMP 192.168.1.10 151.101.1.69 - - - - - - - - - 8 0 -
2026-04-04 10:27:37 DROP UDP 192.168.1.101 192.168.1.1 5060 123 - - - - - - - - - -
2026-04-04 10:27:39 DROP UDP 185.220.101.47 192.168.1.1 - 123 - - - - - - - - - -
2026-04-04 10:27:45 DROP TCP 192.168.1.100 192.168.1.10 80 443 - - - - - - - - - -
2026-04-04 10:27:46 ALLOW UDP 192.168.1.10 151.101.1.69 5060 67 - - - - - - - - - -
2026-04-04 10:27:50 ALLOW ICMP 192.168.1.1 172.217.160.78 - - - - - - - - - 8 0 -
2026-04-04 10:27:55 DROP TCP 192.168.1.100 192.168.1.1 1433 123 - - - - - - - - - -
2026-04-04 10:28:00 DROP UDP 43.241.131.38 192.168.1.10 - 123 - - - - - - - - - -
2026-04-04 10:28:04 DROP UDP 185.220.101.47 192.168.1.1 - 67 - - - - - - - - - -
2026-04-04 10:28:05 ALLOW UDP 192.168.1.10 52.94.236.248 53 67 - - - - - - - - - -
2026-04-04 10:28:13 DROP TCP 185.220.101.47 192.168.1.10 - 5060 - - - - - - - - - -
2026-04-04 10:28:16 DROP UDP 43.241.131.38 192.168.1.10 - 67 - - - - - - - - - -
2026-04-04 10:28:17 ALLOW ICMP 192.168.1.10 52.94.236.248 - - - - - - - - - 8 0 -
2026-04-04 10:28:18 ALLOW UDP 192.168.1.10 151.101.1.69 5060 5060 - - - - - - - - - -
2026-04-04 10:28:19 DROP TCP 185.220.101.47 192.168.1.1 - 3389 - - - - - - - - - -
2026-04-04 10:28:22 DROP UDP 43.241.131.38 192.168.1.1 - 67 - - - - - - - - - -
2026-04-04 10:28:24 DROP TCP 192.168.1.100 192.168.1.10 23 22 - - - - - - - - - -
2026-04-04 10:28:26 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:28:29 DROP TCP 185.220.101.47 192.168.1.1 - 445 - - - - - - - - - -
2026-04-04 10:28:31 DROP ICMP 192.168.1.100 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:28:34 DROP ICMP 192.168.1.101 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:28:36 DROP UDP 192.168.1.101 192.168.1.10 5060 53 - - - - - - - - - -
2026-04-04 10:28:39 DROP UDP 192.168.1.100 192.168.1.1 53 5060 - - - - - - - - - -
2026-04-04 10:28:41 DROP ICMP 185.220.101.47 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:28:43 DROP ICMP 43.241.131.38 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:28:45 ALLOW UDP 192.168.1.10 52.94.236.248 53 123 - - - - - - - - - -
2026-04-04 10:28:46 DROP TCP 185.220.101.47 192.168.1.10 - 443 - - - - - - - - - -
2026-04-04 10:28:48 DROP TCP 43.241.131.38 192.168.1.10 - 443 - - - - - - - - - -
2026-04-04 10:28:49 DROP ICMP 43.241.131.38 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:28:51 ALLOW ICMP 192.168.1.10 151.101.1.69 - - - - - - - - - 8 0 -
2026-04-04 10:28:53 ALLOW ICMP 192.168.1.1 8.8.4.4 - - - - - - - - - 8 0 -
2026-04-04 10:28:56 ALLOW UDP 192.168.1.1 52.94.236.248 67 67 - - - - - - - - - -
2026-04-04 10:28:57 DROP TCP 43.241.131.38 192.168.1.1 - 1433 - - - - - - - - - -
2026-04-04 10:28:58 DROP UDP 192.168.1.101 192.168.1.1 67 5060 - - - - - - - - - -
2026-04-04 10:29:01 ALLOW ICMP 192.168.1.1 8.8.8.8 - - - - - - - - - 8 0 -
2026-04-04 10:29:03 DROP TCP 43.241.131.38 192.168.1.1 - 443 - - - - - - - - - -
2026-04-04 10:29:05 DROP UDP 192.168.1.101 192.168.1.1 67 123 - - - - - - - - - -
2026-04-04 10:29:06 DROP TCP 185.220.101.47 192.168.1.10 - 23 - - - - - - - - - -
2026-04-04 10:29:07 DROP TCP 185.220.101.47 192.168.1.1 - 1433 - - - - - - - - - -
2026-04-04 10:29:09 DROP UDP 192.168.1.101 192.168.1.10 123 123 - - - - - - - - - -
2026-04-04 10:29:11 DROP TCP 192.168.1.100 192.168.1.10 443 22 - - - - - - - - - -
2026-04-04 10:29:13 DROP TCP 192.168.1.100 192.168.1.10 8080 5060 - - - - - - - - - -
2026-04-04 10:29:16 DROP TCP 43.241.131.38 192.168.1.10 - 445 - - - - - - - - - -
2026-04-04 10:29:17 ALLOW UDP 192.168.1.10 8.8.4.4 123 123 - - - - - - - - - -
2026-04-04 10:29:18 ALLOW UDP 192.168.1.1 172.217.160.78 5060 67 - - - - - - - - - -
2026-04-04 10:29:21 DROP ICMP 185.220.101.47 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:29:23 ALLOW ICMP 192.168.1.10 52.94.236.248 - - - - - - - - - 8 0 -
2026-04-04 10:29:25 DROP UDP 43.241.131.38 192.168.1.1 - 67 - - - - - - - - - -
2026-04-04 10:29:27 DROP ICMP 43.241.131.38 192.168.1.1 - - - - - - - - - 8 0 -
2026-04-04 10:29:29 DROP ICMP 43.241.131.38 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:29:32 DROP ICMP 185.220.101.47 192.168.1.10 - - - - - - - - - 8 0 -
2026-04-04 10:29:33 ALLOW ICMP 192.168.1.10 52.94.236.248 - - - - - - - - - 8 0 -
2026-04-04 10:29:35 DROP TCP 192.168.1.101 192.168.1.10 22 53 - - - - - - - - - -
2026-04-04 10:29:36 ALLOW UDP 192.168.1.1 8.8.8.8 67 53 - - - - - - - - - -
2026-04-04 10:29:39 DROP UDP 192.168.1.101 192.168.1.1 67 53 - - - - - - - - - -
2026-04-04 10:29:40 DROP TCP 192.168.1.100 192.168.1.10 8080 80 - - - - - - - - - -
2026-04-04 10:29:42 DROP ICMP 185.220.101.47 192.168.1.10 - - - - - - - - - 8 0 -
